id,cuisine,ingredients
22247,greek,"['red wine vinegar', 'green pepper', 'olive oil', 'black olives', 'fresh mint', 'cherry tomatoes', 'vine tomatoes', 'cucumber', 'feta cheese', 'purple onion', 'oregano']"
6769,russian,"['black pepper', 'whole milk', 'garlic cloves', 'tomatoes', 'parmigiano reggiano cheese', 'salt', 'boiling potatoes', 'ground chuck', 'large eggs', 'dry bread crumbs', 'unsalted butter', 'vegetable oil', 'onions']"
39899,spanish,"['grape tomatoes', 'olive oil', 'paprika', 'cayenne pepper', 'pepper', 'prawns', 'salt', 'fresh parsley', 'spanish rice', 'seafood stock', 'smoked sausage', 'garlic cloves', 'saffron threads', 'water', 'fresh green bean', 'yellow onion']"
19716,french,"['pure vanilla extract', 'whole milk', 'corn starch', 'sugar', 'shelled pistachios', 'ground ginger', 'salt', 'large eggs', 'ground cardamom']"
17522,vietnamese,"['dark soy sauce', 'spring onions', 'beansprouts', 'red chili peppers', 'oil', 'brown sugar', 'sesame oil', 'tiger prawn', 'medium egg noodles', 'garlic cloves']"
31269,greek,"['extra-virgin olive oil', 'leg of lamb', 'garlic cloves', 'salt', 'dried oregano', 'black pepper', 'fresh lemon juice']"
46927,chinese,"['molasses', 'reduced sodium soy sauce', 'vietnamese fish sauce', 'pork spareribs', 'mushroom soy sauce', 'fresh ginger', 'marinade', 'chinese red vinegar', 'corn starch', 'sugar', 'thai basil', 'star anise', 'chinese five-spice powder', 'rib', 'minced garlic', 'Shaoxing wine', 'sauce', 'oil']"
45785,japanese,"['pumpkin', 'dashi', 'white sugar', 'sake', 'shoyu', 'mirin']"
9330,irish,"['ground cinnamon', 'golden brown sugar', 'raisins', 'black tea', 'candied orange peel', 'golden raisins', 'all-purpose flour', 'eggs', 'unsalted butter', 'salt', 'boiling water', 'ground cloves', 'baking powder', 'ground allspice']"
12164,indian,"['peeled fresh ginger', 'curry powder', 'chopped cilantro fresh', 'olive oil', 'large shrimp', 'unsweetened coconut milk', 'onions']"
6231,brazilian,"['raspberries', 'granola', 'mango', 'milk', 'juice', 'coconut', 'frozen mixed berries', 'bananas', 'ice']"
1031,indian,"['garam masala', 'ginger', 'chaat masala', 'chili powder', 'green chilies', 'besan (flour)', 'salt', 'amchur', 'bhindi', 'oil']"
12536,thai,"['pepper', 'chili paste', 'shallots', 'tamari soy sauce', 'fresh mint', 'soy sauce', 'peanuts', 'lemon zest', 'watercress', 'chinese five-spice powder', 'fish sauce', 'lemongrass', 'radishes', 'hanger steak', 'cilantro leaves', 'fresh lime juice', 'dressing', 'minced garlic', 'raw honey', 'sesame oil', 'salt', 'toasted sesame oil']"
23036,british,"['pastry dough', 'fresh parsley', 'medium eggs', 'butter', 'sage', 'eggs', 'cooked bacon', 'leeks', 'salt']"
11775,chinese,"['bean threads', 'soy sauce', 'ginger', 'garlic chili sauce', 'wood ear mushrooms', 'cold water', 'black peppercorns', 'szechwan peppercorns', 'firm tofu', 'ground white pepper', 'dried mushrooms', 'fennel seeds', 'pork', 'napa cabbage', 'scallions', 'cinnamon sticks', 'white vinegar', 'eggs', 'bay leaves', 'star anise', 'corn starch', 'broth']"
11610,thai,"['pandanus leaf', 'grated coconut', 'salt', 'tapioca flour', 'tapioca pearls', 'water', 'white sugar']"
47016,jamaican,"['soy sauce', 'jalapeno chilies', 'orange juice', 'lime juice', 'garlic', 'ground cloves', 'green onions', 'chicken', 'ground cinnamon', 'fresh ginger root', 'ground allspice']"
32275,cajun_creole,"['olive oil', 'hot sauce', 'thyme', 'dried oregano', 'turkey', 'long-grain rice', 'medium shrimp', 'large garlic cloves', 'okra', 'bay leaf', 'fat free less sodium chicken broth', 'diced tomatoes', 'diced celery', 'onions']"
44225,vietnamese,"['fish sauce', 'pork blade steaks', 'light brown sugar', 'lemongrass', 'chopped garlic', 'black pepper', 'oil', 'dark soy sauce', 'shallots']"
11996,chinese,"['minced ginger', 'rice vinegar', 'soy sauce', 'tahini', 'Chinese egg noodles', 'water', 'garlic', 'toasted sesame oil', 'sugar', 'Sriracha', 'scallions']"
35593,french,"['eggs', 'minced onion', 'cayenne pepper', 'pastry', 'bacon', 'single crust pie', 'shredded swiss cheese', 'white sugar', 'light cream', 'salt']"
7353,chinese,"['low sodium soy sauce', 'won ton wrappers', 'sesame oil', 'chinese cabbage', 'shiitake mushroom caps', 'chiles', 'peeled fresh ginger', 'salt', 'lemon juice', 'black pepper', 'green onions', 'rice vinegar', 'carrots', 'sake', 'leeks', 'ground pork', 'garlic cloves']"
19467,french,"['sugar', 'golden delicious apples', 'whipping cream', 'pork tenderloin', 'butter', 'calvados', 'chopped fresh thyme', 'shallots', 'apple cider']"
34521,chinese,"['spring greens', 'fresh ginger root', 'beef rump steaks', 'dark soy sauce', 'vegetable oil', 'chestnut mushrooms', 'oyster sauce']"
46134,russian,"['canning salt', 'beets', 'water']"
26085,japanese,"['sake', 'shiitake', 'soy sauce', 'sugar', 'mirin', 'dashi']"
15096,thai,"['tomatoes', 'soaking liquid', 'cilantro', 'carrots', 'chicken thighs', 'fresh ginger', 'chile pepper', 'purple onion', 'coconut milk', 'shiitake', 'large garlic cloves', 'scallions', 'fresh lime juice', 'fish sauce', 'leeks', 'Thai red curry paste', 'red bell pepper']"
17244,spanish,"['chicken stock', 'salt', 'olive oil', 'red bell pepper', 'pepper', 'carrots', 'garlic']"
40967,vietnamese,"['condensed milk', 'hot water', 'coffee']"
47982,chinese,"['fat free less sodium chicken broth', 'peeled fresh ginger', 'long-grain rice', 'canola oil', 'hoisin sauce', 'salt', 'corn starch', 'minced garlic', 'crushed red pepper', 'oyster sauce', 'low sodium soy sauce', 'broccoli florets', 'rice vinegar', 'onions']"
25860,chinese,"['cooking oil', 'napa cabbage', 'water', 'pork tenderloin', 'oyster sauce', 'sugar', 'shredded carrots', 'salt', 'light soy sauce', 'Shaoxing wine', 'corn starch']"
38399,british,"['pork belly', 'slab bacon', 'yellow onion', 'flat leaf parsley', 'eggs', 'pig feet', 'flour', 'ground white pepper', 'pork shoulder', 'kosher salt', 'ground black pepper', 'carrots', 'celery', 'black peppercorns', 'mace', 'grated nutmeg', 'lard', 'pork bones']"
26534,greek,"['egg substitute', 'ground nutmeg', '1% low-fat milk', 'corn starch', 'ground cinnamon', 'eggplant', 'bulgur wheat', 'chopped onion', 'ground lamb', 'tomato paste', 'olive oil', 'cooking spray', 'salt', 'dried oregano', 'black pepper', 'fresh parmesan cheese', 'dry red wine', 'garlic cloves']"
46759,french,"['saffron threads', 'dried thyme', 'bay leaves', 'fish bones', 'onions', 'water', 'leeks', 'fish stock', 'celery', 'fennel seeds', 'olive oil', 'dry white wine', 'salt', 'plum tomatoes', 'black peppercorns', 'fennel bulb', 'large garlic cloves', 'carrots', 'dried oregano']"
19708,indian,"['melted butter', 'tandoori paste', 'boneless, skinless chicken breast', 'plain yogurt', 'canola oil', 'salad', 'salt']"
27740,greek,"['pepper', 'chicken breasts', 'white vinegar', 'olive oil', 'english cucumber', 'fresh oregano leaves', 'nonfat greek yogurt', 'garlic cloves', 'kosher salt', 'dry white wine', 'lemon juice']"
10700,french,"['shallots', 'bay leaf', 'black peppercorns', 'heavy cream', 'butter', 'dry white wine', 'white wine vinegar']"
19768,french,"['parsnips', 'olive oil', 'fresh chevre', 'chopped fresh sage', 'pie dough', 'sweet potatoes', 'purple onion', 'sugar', 'ground black pepper', 'white wine vinegar', 'carrots', 'fresh rosemary', 'kosher salt', 'yukon gold potatoes', 'all-purpose flour']"
25195,filipino,"['ginger ale', 'ground black pepper', 'freshly ground pepper', 'soy sauce', 'garlic', 'bamboo shoots', 'white vinegar', 'ketchup', 'salt', 'mango', 'brown sugar', 'crushed garlic', 'pork shoulder']"
23436,korean,"['soy sauce', 'all-purpose flour', 'red pepper', 'large eggs', 'scallions', 'cold water', 'salt']"
10150,irish,"['ground cinnamon', 'baking soda', 'all-purpose flour', 'cream of tartar', 'molasses', 'butter', 'ground cloves', 'ground nutmeg', 'ground allspice', 'ground ginger', 'milk', 'salt']"
14509,indian,"['tomato sauce', 'chicken', 'brown rice', 'plain yogurt', 'curry paste']"
2487,indian,"['boneless chicken thighs', 'unsalted roasted peanuts', 'sesame oil', 'salt', 'onions', 'curry powder', 'shallots', 'ginger', 'dried red chile peppers', 'ground cumin', 'water', 'coriander powder', 'vegetable oil', 'sweet paprika', 'ground turmeric', 'brown sugar', 'lemongrass', 'chili powder', 'garlic', 'galangal']"
21508,cajun_creole,"['chopped green bell pepper', 'smoked sausage', 'long-grain rice', 'ground cayenne pepper', 'green onions', 'salt', 'thyme', 'olive oil', 'worcestershire sauce', 'chopped onion', 'diced tomatoes in juice', 'boneless chicken breast halves', 'chopped celery', 'garlic cloves', 'medium shrimp']"
36637,thai,"['sugar', 'shallots', 'salt', 'medium shrimp', 'eggs', 'pepper', 'vegetable oil', 'garlic cloves', 'fish sauce', 'jalapeno chilies', 'cilantro', 'tamarind concentrate', 'honey roasted peanuts', 'rice noodles', 'rice vinegar']"
33645,spanish,"['pitted kalamata olives', 'sherry vinegar', 'french bread', 'orange', 'bibb lettuce', 'extra-virgin olive oil', 'sugar', 'ground black pepper', 'fresh orange juice', 'capers', 'radicchio', 'dijon mustard', 'garlic cloves']"
7142,french,"['duck stock', 'black pepper', 'dry white wine', 'all-purpose flour', 'thyme sprigs', 'parsley sprigs', 'orange', 'white wine vinegar', 'ground coriander', 'orange zest', 'fresh marjoram', 'kosher salt', 'fresh orange juice', 'duck', 'onions', 'celery ribs', 'sugar', 'unsalted butter', 'salt', 'carrots', 'ground cumin']"
40439,japanese,"['baby spinach leaves', 'fat skimmed chicken broth', 'sugar', 'large eggs', 'onions', 'cooked rice', 'fresh ginger', 'salad oil', 'soy sauce', 'chicken breasts']"
21219,greek,"['black pepper', 'grated lemon zest', 'dried oregano', 'fat free yogurt', 'salt', 'boneless skinless chicken breast halves', 'cooking spray', 'fresh lemon juice', 'dried rosemary', 'green bell pepper', 'purple onion', 'feta cheese crumbles']"
23685,cajun_creole,"['green bell pepper', 'pepper', 'bay leaves', 'cayenne pepper', 'cheddar cheese', 'dried thyme', 'salt', 'dried oregano', 'andouille sausage', 'water', 'green onions', 'celery', 'cooked rice', 'light red kidney beans', 'garlic powder', 'yellow onion']"
41260,vietnamese,"['fish sauce', 'garlic cloves', 'ginger', 'sugar', 'fresh lime juice', 'thai chile']"
37037,french,"['dried thyme', 'frozen pastry puff sheets', 'onions', 'sugar', 'unsalted butter', 'anchovy fillets', 'freshly grated parmesan', 'vegetable oil', 'dried rosemary', 'water', 'large eggs', 'brine-cured black olives']"
41854,japanese,"['sugar', 'rice vinegar', 'bean thread vermicelli', 'shrimp', 'soy sauce', 'english cucumber', 'lemon']"
36992,chinese,"['warm water', 'eggs', 'oil', 'cake flour', 'sugar']"
3025,korean,"['spinach', 'prawns', 'rice', 'red chili peppers', 'white wine vinegar', 'carrots', 'sugar', 'mushrooms', 'oil', 'clove', 'soy sauce', 'free range egg']"
22816,french,"['rosemary sprigs', 'garlic cloves', 'sage leaves', 'frozen pastry puff sheets', 'olive oil', 'plum tomatoes', 'fresh basil', 'chopped onion']"
21457,greek,"['cottage cheese', 'eggs', 'butter', 'feta cheese', 'phyllo dough', '(10 oz.) frozen chopped spinach, thawed and squeezed dry']"
1076,chinese,"['red chili peppers', 'sliced shallots', 'fish sauce', 'basil leaves', 'dark soy sauce', 'boneless chicken skinless thigh', 'chopped garlic', 'sugar', 'vegetable oil']"
5299,french,"['large eggs', 'salt', 'whipped cream', 'sugar', 'bittersweet chocolate']"
3101,french,"['gruyere cheese', 'half & half', 'yukon gold potatoes']"
41710,filipino,"['chicken broth', 'short-grain rice', 'onions', 'boneless chicken skinless thigh', 'ginger root', 'fish sauce', 'garlic', 'garlic flakes', 'green onions', 'canola oil']"
22231,cajun_creole,"['sugar', 'evaporated milk', 'eggs', 'canola', 'butter', 'warm water', 'self rising flour', 'powdered sugar', 'active dry yeast', 'salt']"
16037,brazilian,"['fish fillets', 'ground black pepper', 'marinade', 'coarse sea salt', 'low sodium chicken stock', 'bay leaf', 'avocado', 'lime', 'cilantro stems', 'vegetable oil', 'button mushrooms', 'shrimp', 'ground cumin', 'bottled clam juice', 'bell pepper', 'lime wedges', 'ancho powder', 'garlic cloves', 'onions', 'tomatoes', 'dried thyme', 'green onions', 'russet potatoes', 'cilantro leaves', 'coconut milk']"
30072,greek,"['olive oil', 'white wine vinegar', 'tzatziki', 'onions', 'pita bread', 'paprika', 'greek style plain yogurt', 'lemon juice', 'boneless lamb', 'pepper', 'garlic', 'dill', 'cucumber', 'tomatoes', 'garlic powder', 'salt', 'freshly ground pepper', 'dried oregano']"
39071,indian,"['curry powder', 'garlic cloves', 'tumeric', 'salt', 'onions', 'salt and ground black pepper', 'gram flour', 'water', 'oil', 'coriander']"
28621,indian,"['vegetable oil', 'mustard seeds', 'lime', 'cilantro leaves', 'ground turmeric', 'curry leaves', 'salt', 'onions', 'potatoes', 'green chilies']"
21714,chinese,"['light soy sauce', 'oil', 'spring onions', 'prawns', 'chillies', 'sugar', 'sesame oil']"
42097,spanish,"['dry white wine', 'paprika', 'onions', 'andouille sausage', 'diced tomatoes', 'red bell pepper', 'large shrimp', 'chopped fresh thyme', 'fresh oregano', 'chicken thighs', 'green bell pepper', 'large garlic cloves', 'low salt chicken broth', 'pimento stuffed green olives']"
45394,cajun_creole,"['black beans', 'parsley', 'chopped celery', 'frozen spinach', 'ditalini pasta', 'basil', 'butter beans', 'andouille sausage', 'soup', 'garlic', 'finely chopped onion', 'diced tomatoes', 'beef broth']"
29908,chinese,"['chili flakes', 'ground black pepper', 'sesame oil', 'all-purpose flour', 'oyster sauce', 'soy sauce', 'mushrooms', 'raw cashews', 'oil', 'red bell pepper', 'sugar', 'broccoli florets', 'chili pepper flakes', 'scallions', 'green beans', 'chicken broth', 'fresh ginger', 'chicken breasts', 'rice vinegar', 'garlic cloves', 'onions']"
10461,irish,"['apple cider', 'orange juice', 'apricot nectar', 'cinnamon sticks', 'salt', 'ground cardamom', 'whole cloves', 'pineapple juice']"
17858,thai,"['kaffir lime leaves', 'lemongrass', 'fresh veget', 'garlic', 'jasmine rice', 'thai basil', 'shallots', 'coconut milk', 'fish sauce', 'canola', 'boneless chicken breast', 'ground white pepper', 'lime juice', 'palm sugar', 'thai chile']"
49040,japanese,"['water', 'russet potatoes', 'cooked white rice', 'mozzarella cheese', 'curry sauce', 'yellow onion', 'pepper', 'spring onions', 'carrots', 'eggs', 'beef', 'salt']"
38872,cajun_creole,"['duck drippings', 'dried thyme', 'bay leaves', 'garlic', 'fat', 'pepper', 'ground black pepper', 'dry white wine', 'duck', 'toast', 'milk', 'flour', 'dry sherry', 'sweet paprika', 'kosher salt', 'garlic powder', 'green onions', 'salt', 'low salt chicken broth']"
21674,british,"['eggs', 'butter', 'white sugar', 'egg whites', 'salt', 'baking powder', 'all-purpose flour', 'whole wheat flour', 'heavy cream']"
7769,thai,"['peanuts', 'rice vermicelli', 'firm tofu', 'white sugar', 'soy sauce', 'green onions', 'garlic', 'beansprouts', 'lime', 'crushed red pepper flakes', 'salt', 'fresh lime juice', 'large eggs', 'vegetable broth', 'peanut oil']"
43234,british,"['pastry dough', 'large eggs', 'rice', 'stilton', 'watercress', 'half & half', 'walnuts']"
45406,cajun_creole,"['black-eyed peas', 'all-purpose flour', 'vegetable oil', 'egg whites', 'cayenne pepper', 'salt']"
22956,chinese,"['white pepper', 'rice wine', 'scallions', 'chicken broth', 'regular soy sauce', 'vegetable oil', 'chinese sausage', 'sesame oil', 'oyster sauce', 'glutinous rice', 'peeled fresh ginger', 'dried shiitake mushrooms']"
2241,japanese,"['low sodium soy sauce', 'sesame oil', 'honey', 'chile sauce', 'water', 'edamame', 'peeled fresh ginger']"
8756,chinese,"['minced garlic', 'scallions', 'chinese rice wine', 'sesame oil', 'fermented black beans', 'minced ginger', 'bok choy', 'soy sauce', 'peanut oil', 'large shrimp']"
38461,cajun_creole,"['brown sugar', 'all-purpose flour', 'butter', 'chopped pecans', 'vegetable oil', 'creole seasoning', 'eggs', 'maple syrup', 'boneless skinless chicken breast halves']"
46256,british,"['sugar', 'grated nutmeg', 'orange', 'cinnamon sticks', 'brandy', 'juice', 'eggs', 'golden raisins', 'puff pastry']"
42840,french,"['vanilla beans', 'peaches', 'large egg yolks', 'sugar', 'heavy whipping cream']"
29445,french,"['egg yolks', 'coffee granules', 'firmly packed light brown sugar', 'whipping cream', 'sugar', 'vanilla extract']"
9421,french,"['cauliflower', 'hot red pepper flakes', 'minced garlic', 'heavy cream', 'flat leaf parsley', 'stock', 'kosher salt', 'unsalted butter', 'California bay leaves', 'onions', 'green bell pepper', 'cider vinegar', 'white hominy', 'red bell pepper', 'fresh corn', 'black pepper', 'olive oil', 'scallions', 'serrano ham']"
19724,japanese,"['sake', 'pork loin', 'fresh ginger root', 'soy sauce', 'vegetable oil', 'mirin']"
37600,russian,"['sauerkraut', 'chopped onion', 'potatoes', 'dill pickles', 'olive oil', 'beets', 'salt', 'carrots']"
40494,thai,"['fish sauce', 'fresh ginger root', 'red curry paste', 'lemongrass', 'vegetable oil', 'coconut milk', 'fresh coriander', 'prawns', 'dark brown sugar', 'chicken stock', 'shiitake', 'salt', 'fresh lime juice']"
14915,chinese,"['sugar', 'sesame oil', 'scallions', 'black vinegar', 'light soy sauce', 'green pepper', 'corn starch', 'water', 'red pepper', 'garlic cloves', 'dark soy sauce', 'cooking oil', 'firm tofu', 'ginger root']"
858,filipino,"['chicken broth', 'shallots', 'salt', 'cooked shrimp', 'pepper', 'vegetable oil', 'carrots', 'soy sauce', 'rice noodles', 'garlic cloves', 'boneless skinless chicken breasts', 'napa cabbage', 'green beans']"
25275,french,"['eggs', 'vanilla extract', 'baking powder', 'confectioners sugar', 'butter', 'lemon zest', 'all-purpose flour']"
577,indian,"['sugar', 'cumin seed', 'chili powder', 'ground turmeric', 'bananas', 'oil', 'mustard', 'salt']"
35481,korean,"['sugar', 'honey', 'top sirloin', 'pinenuts', 'sesame oil', 'perilla', 'soy sauce', 'green onions', 'salt', 'pepper', 'yellow mustard', 'sweet rice flour']"
29262,vietnamese,"['lime juice', 'basil leaves', 'medium shrimp', 'agave nectar', 'rice vinegar', 'rice paper', 'Sriracha', 'lettuce leaves', 'mango', 'bean threads', 'mint leaves', 'scallions']"
20965,japanese,"['white onion', 'bay leaves', 'coriander', 'tumeric', 'garam masala', 'green chilies', 'ginger paste', 'garlic paste', 'olive oil', 'ground red pepper', 'frozen peas', 'tomato sauce', 'potatoes', 'cumin seed']"
42379,indian,"['black pepper', 'almonds', 'heavy cream', 'curry powder', 'low sodium chicken broth', 'cooked white rice', 'kosher salt', 'zucchini', 'yellow onion', 'ground cinnamon', 'olive oil', 'boneless skinless chicken breasts', 'fresh basil leaves']"
42490,brazilian,"['muenster cheese', 'cream cheese']"
34025,cajun_creole,"['whole milk', 'confectioners sugar', 'active dry yeast', 'salt', 'sugar', 'buttermilk', 'bread flour', 'baking soda', 'oil']"
9293,french,"['rocket leaves', 'olive oil', '2% reduced-fat milk', 'thyme sprigs', 'dried thyme', 'butter', 'garlic cloves', 'pepper', 'bay leaves', 'apples', 'onions', 'water', 'loin pork roast', 'salt']"
36878,thai,"['sesame seeds', 'flaked coconut', 'soy sauce', 'chunky peanut butter', 'firm tofu', 'fresh ginger root', 'sesame oil', 'olive oil', 'green onions']"
6782,irish,"['whole cloves', 'grated lemon zest', 'nutmeg', 'cinnamon', 'unsweetened apple juice', 'grated orange', 'whole allspice', 'dry red wine']"
11130,japanese,"['dark soy sauce', 'baking soda', 'sweet potatoes', 'salt', 'green beans', 'water', 'zucchini', 'ice water', 'rice flour', 'canola oil', 'sugar', 'mirin', 'bonito flakes', 'yellow onion', 'large shrimp', 'shiitake', 'egg yolks', 'cake flour', 'carrots']"
48232,korean,"['dark soy sauce', 'baking soda', 'dark brown sugar', 'large egg whites', 'rice vinegar', 'toasted sesame oil', 'chicken wings', 'sea salt', 'garlic cloves', 'fresh ginger', 'Gochujang base', 'asian fish sauce']"
13569,french,"['honey', 'corn starch', 'half & half', 'sugar', 'salt', 'egg yolks']"
2806,cajun_creole,"['pepper', 'worcestershire sauce', 'celery', 'green bell pepper', 'beef', 'salt', 'water', 'garlic', 'onions', 'small red beans', 'Tabasco Pepper Sauce', 'creole seasoning']"
39444,french,"['sugar', 'butter', 'large eggs', 'all-purpose flour']"
2481,french,"['double cream', 'egg whites', 'sugar', 'plain chocolate', 'egg yolks']"
23541,korean,"['granulated sugar', 'rice vinegar', 'gluten free soy sauce', 'water', 'vegetable oil', 'rice flour', 'eggs', 'zucchini', 'scallions', 'fresh ginger', 'red pepper flakes', 'carrots']"
47560,french,"['pure vanilla extract', 'large egg whites', 'yolk', 'all-purpose flour', 'sugar', 'unsalted butter', 'salt', 'sliced almonds', 'large eggs', 'crème fraîche', 'cold water', 'large egg yolks', 'Poire Williams', 'bartlett pears']"
23512,cajun_creole,"['ground black pepper', 'dried oregano', 'dried thyme', 'paprika', 'dried basil', 'onion powder', 'garlic powder', 'cayenne pepper']"
3372,vietnamese,"['all purpose unbleached flour', 'warm water', 'sugar', 'salt', 'active dry yeast']"
35580,indian,"['flour', 'curds', 'tumeric', 'chili powder', 'mustard', 'seeds', 'oil', 'water', 'salt']"
36716,russian,"['mustard', 'olive oil', 'peas', 'red bell pepper', 'corn', 'sea salt', 'carrots', 'mayonaise', 'ground pepper', 'fat', 'pickles', 'potatoes', 'lemon juice']"
26591,indian,"['golden brown sugar', 'salt', 'fresh lime juice', 'granny smith apples', 'peeled fresh ginger', 'ground cardamom', 'serrano chile', 'quinces', 'ground coriander', 'medjool date', 'water', 'apple cider vinegar', 'cinnamon sticks']"
47012,french,"['tomatoes', 'clam juice', 'onions', 'salmon fillets', 'salt', 'pepper', 'margarine', 'green cabbage', 'chopped fresh chives', 'low salt chicken broth']"
46392,filipino,"['bell pepper', 'ginger', 'shrimp', 'fish sauce', 'vegetable oil', 'garlic', 'sweet potatoes', 'white rice', 'coconut milk', 'water', 'lemon', 'carrots']"
43609,spanish,"['kosher salt', 'ground black pepper', 'paprika', 'sugar', 'sherry vinegar', 'chopped fresh thyme', 'ice cubes', 'olive oil', 'cooking spray', 'garlic cloves', 'water', 'pork tenderloin', 'chopped fresh sage']"
10775,french,"['cream sweeten whip', 'half & half', 'bittersweet chocolate', 'edible flowers', 'mint sprigs', 'large eggs', 'instant espresso', 'firmly packed brown sugar', 'coffee liqueur', 'unsweetened cocoa powder']"
29485,vietnamese,"['lime', 'rice noodles', 'cucumber', 'radishes', 'purple onion', 'fish sauce', 'mint leaves', 'roasted peanuts', 'red chili peppers', 'chicken breasts', 'carrots']"
42924,french,"['peeled tomatoes', 'large garlic cloves', 'thyme sprigs', 'bay leaves', 'chopped onion', 'chicken', 'fresh basil', 'dry white wine', 'low salt chicken broth', 'olive oil', 'salt pork', 'olives']"
37602,indian,"['butter', 'onions', 'ground ginger', 'okra', 'ground black pepper', 'ground coriander', 'salt', 'ground cumin']"
35131,russian,"['kosher salt', 'grated nutmeg', 'sugar', 'almond extract', 'confectioners sugar', 'ground cinnamon', 'large eggs', 'fresh lemon juice', 'granny smith apples', 'all-purpose flour']"
5162,chinese,"['Shaoxing wine', 'Maggi', 'corn starch', 'white pepper', 'ginger', 'oil', 'sugar', 'sesame oil', 'scallions', 'beef', 'salt', 'oyster sauce']"
26364,korean,"['eggs', 'water', 'sesame oil', 'scallions', 'hot red pepper flakes', 'sesame seeds', 'rice vinegar', 'brown sugar', 'olive oil', 'salt', 'cold water', 'soy sauce', 'red cabbage', 'pancake mix']"
32330,british,"['vanilla', 'powdered sugar', 'sour cream', 'heavy cream', 'cream cheese']"
41655,chinese,"['minced ginger', 'boneless skinless chicken breasts', 'scallions', 'low sodium soy sauce', 'hoisin sauce', 'thai chile', 'white sesame seeds', 'tomato paste', 'honey', 'chili oil', 'corn starch', 'minced garlic', 'low sodium chicken broth', 'rice vinegar']"
48622,french,"['spinach', 'bay leaves', 'salt', 'small red potato', 'thyme sprigs', 'black peppercorns', 'roasted red peppers', 'basil', 'garlic cloves', 'flat leaf parsley', 'pepper', 'dry white wine', 'boiling onions', 'low salt chicken broth', 'brussels sprouts', 'olive oil', 'chicken breast halves', 'baby carrots', 'tarragon']"
25479,indian,"['curry leaves', 'chiles', 'coriander seeds', 'boneless skinless chicken breasts', 'garlic', 'cumin seed', 'ground turmeric', 'store bought low sodium chicken broth', 'chili pepper', 'tamarind pulp', 'cinnamon', 'cardamom pods', 'bay leaf', 'tomatoes', 'kosher salt', 'ground black pepper', 'vegetable oil', 'fenugreek seeds', 'ground chile', 'fennel seeds', 'cooked rice', 'coconut', 'yoghurt', 'star anise', 'okra', 'onions']"
11682,chinese,"['dark soy sauce', 'red chili peppers', 'light soy sauce', 'szechwan peppercorns', 'greens', 'sugar', 'water', 'fresh ginger root', 'chili bean sauce', 'clove', 'baby bok choy', 'broccolini', 'beef shank', 'noodles', 'chinese rice wine', 'fresh leav spinach', 'vegetables', 'garlic', 'plum tomatoes']"
38179,thai,"['sweet chili sauce', 'cilantro leaves', 'coconut milk', 'fish sauce', 'thai basil', 'oil', 'long beans', 'minced ginger', 'red curry paste', 'fresh lime juice', 'sugar', 'large eggs', 'shrimp']"
35308,irish,"['baking soda', 'baking powder', 'all-purpose flour', 'powdered sugar', 'large eggs', 'poppy seeds', 'granulated sugar', 'butter', 'grated lemon zest', '1% low-fat buttermilk', 'cooking spray', 'salt']"
47973,indian,"['salt', 'nonfat sweetened condensed milk', 'basmati rice', 'whole milk', 'mango', 'ground cardamom']"
46716,chinese,"['long-grain rice', 'cold water']"
27506,cajun_creole,"['vegetable oil cooking spray', 'large eggs', 'vanilla extract', 'corn starch', 'milk', 'baking powder', 'all-purpose flour', 'sugar', 'half & half', 'salt', 'evaporated milk', 'butter', 'fresh lemon juice']"
22478,vietnamese,"['chiles', 'cooking spray', 'garlic cloves', 'palm sugar', 'cilantro leaves', 'tiger prawn', 'coconut', 'rice vermicelli', 'fresh lime juice', 'fish sauce', 'mint leaves', 'salted dry roasted peanuts', 'sliced green onions']"
28673,indian,"['curry powder', 'cooking oil', 'ground coriander', 'ground turmeric', 'minced garlic', 'fresh ginger root', 'cayenne pepper', 'boneless skinless chicken breast halves', 'plain yogurt', 'crushed tomatoes', 'salt', 'fresh lemon juice', 'ground cumin', 'water', 'garam masala', 'chopped onion', 'chopped cilantro fresh']"
22893,french,"['ground black pepper', 'bay leaf', 'olive oil', 'garlic cloves', 'fresh basil leaves', 'kosher salt', 'zucchini', 'onions', 'eggplant', 'red bell pepper', 'plum tomatoes']"
2069,japanese,"['tomatoes', 'sugar', 'whole wheat flour', 'bay leaves', 'salt', 'brown cardamom', 'oil', 'onions', 'ground cumin', 'tea bags', 'water', 'coriander seeds', 'seeds', 'all-purpose flour', 'curds', 'cinnamon sticks', 'boiling potatoes', 'clove', 'asafoetida', 'amchur', 'baking soda', 'chili powder', 'chickpeas', 'cumin seed', 'nigella seeds', 'ginger paste', 'black peppercorns', 'red chili peppers', 'mace', 'baking powder', 'cilantro leaves', 'green chilies', 'lemon juice', 'chaat masala']"
28853,indian,"['cooked chicken', 'frozen peas', 'chillies', 'basmati rice', 'fresh lemon juice', 'cashew nuts', 'curry paste']"
39661,french,"['chicken breast halves', 'ground black pepper', 'yellow bell pepper', 'dried basil', 'diced tomatoes', 'cannellini beans', 'salt']"
41111,japanese,"['shiitake', 'sweet potatoes', 'freshly ground pepper', 'toasted nori', 'curly kale', 'cherries', 'togarashi', 'chillies', 'eggs', 'white miso', 'dates', 'oil', 'ground turmeric', 'minced ginger', 'tahini', 'tomato ketchup', 'onions']"
